date,upro_equity_rebased_usd,futures_equity_rebased_usd,upro_simple_ret,futures_simple_ret,log_ret_diff_fut_minus_upro
2009-11-23,1380261.028341,1484308.057430,0.03802382,0.04238567,0.00419326
2009-11-24,1386502.787188,1482355.008823,0.00452216,-0.00131580,-0.00582863
2009-11-25,1401003.575063,1502814.854099,0.01045853,0.01380226,0.00330365
2009-11-27,1332586.009962,1425684.302118,-0.04883468,-0.05132405,-0.00262061
2009-11-30,1345977.401852,1442791.959495,0.01004918,0.01199961,0.00192917
2009-12-01,1395812.673832,1496757.378322,0.03702534,0.03740347,0.00036456
2009-12-02,1393819.160364,1498543.060863,-0.00142821,0.00119303,0.00262155
2009-12-03,1361006.420455,1461103.250583,-0.02354160,-0.02498414,-0.00147841
2009-12-04,1384196.264253,1485987.804743,0.01703875,0.01703135,-0.00000728
2009-12-07,1377723.422358,1475382.084593,-0.00467625,-0.00713715,-0.00247553
2009-12-08,1331744.868840,1429880.937325,-0.03337285,-0.03084025,0.00261661
2009-12-09,1346576.440914,1446442.351528,0.01113695,0.01158237,0.00044042
2009-12-10,1369232.760702,1472648.524437,0.01682513,0.01811768,0.00127035
2009-12-11,1386564.949155,1489445.065667,0.01265832,0.01140567,-0.00123776
2009-12-14,1414905.430910,1519745.993815,0.02043935,0.02034377,-0.00009367
2009-12-15,1395059.741024,1495146.820816,-0.01402616,-0.01618637,-0.00219335
2009-12-16,1401332.891963,1500688.242046,0.00449669,0.00370627,-0.00078719
2009-12-17,1350703.401221,1448047.746053,-0.03612952,-0.03507757,0.00109079
2009-12-18,1373515.934071,1474325.642738,0.01688937,0.01814712,0.00123609
2009-12-21,1415281.739268,1521571.758124,0.03040795,0.03204592,0.00158837
2009-12-22,1430418.307325,1537982.756516,0.01069509,0.01078556,0.00008950
2009-12-23,1438751.033348,1548665.063914,0.00582538,0.00694566,0.00111318
2009-12-24,1459064.717715,1572714.966603,0.01411897,0.01552944,0.00138987
2009-12-28,1468284.301129,1578329.594786,0.00631883,0.00357002,-0.00273529
2009-12-29,1461912.522530,1572010.283818,-0.00433961,-0.00400380,0.00033722
2009-12-30,1460235.295186,1573160.671154,-0.00114728,0.00073179,0.00187947
2009-12-31,1418072.056284,1525885.054760,-0.02887428,-0.03005136,-0.00121281
2010-01-04,1490103.327283,1601454.744823,0.05079521,0.04952515,-0.00120940
2010-01-05,1501811.134596,1616614.310842,0.00785704,0.00946612,0.00159526
2010-01-06,1504861.221360,1619561.112739,0.00203094,0.00182282,-0.00020772
2010-01-07,1523795.053019,1639040.943959,0.01258178,0.01202785,-0.00054720
2010-01-08,1538881.321830,1653282.453877,0.00990046,0.00868893,-0.00120037
2010-01-11,1545199.736772,1662181.454816,0.00410585,0.00538263,0.00127075
2010-01-12,1501843.154141,1615721.535192,-0.02805889,-0.02795117,0.00011082
2010-01-13,1539775.334587,1657251.811411,0.02525709,0.02570386,0.00043567
2010-01-14,1552138.574063,1669747.610741,0.00802925,0.00754007,-0.00048540
2010-01-15,1499748.009140,1615981.790588,-0.03375379,-0.03219997,0.00160681
2010-01-19,1555842.747678,1678081.385042,0.03740278,0.03842840,0.00098816
2010-01-20,1508254.727589,1625404.981630,-0.03058665,-0.03139085,-0.00082992
2010-01-21,1421126.774087,1531894.654608,-0.05776740,-0.05753048,0.00025141
2010-01-22,1325965.185471,1430475.630231,-0.06696207,-0.06620496,0.00081112
2010-01-25,1346256.097471,1450686.397884,0.01530275,0.01412870,-0.00115702
2010-01-26,1329218.476476,1432764.540092,-0.01265556,-0.01235405,0.00030532
2010-01-27,1348083.020502,1454091.360277,0.01419221,0.01488508,0.00068295
2010-01-28,1301575.603740,1403147.186196,-0.03449893,-0.03503506,-0.00055544
2010-01-29,1259031.728983,1361177.446374,-0.03268644,-0.02991115,0.00286497
2010-02-01,1317663.128824,1419696.940732,0.04656864,0.04299182,-0.00342352
2010-02-02,1365401.668529,1473593.471088,0.03622970,0.03796341,0.00167169
2010-02-03,1344880.747518,1450182.423922,-0.01502922,-0.01588705,-0.00087130
2010-02-04,1220236.952563,1313739.680448,-0.09268018,-0.09408661,-0.00155129
2010-02-05,1227703.926686,1325541.638685,0.00611928,0.00898348,0.00284274
2010-02-08,1201014.140654,1290906.235598,-0.02173959,-0.02612925,-0.00449730
2010-02-09,1246167.357500,1342178.191668,0.03759591,0.03971780,0.00204292
2010-02-10,1238745.849025,1333628.583616,-0.00595547,-0.00636995,-0.00041705
2010-02-11,1277539.530509,1372282.243592,0.03131690,0.02898383,-0.00226479
2010-02-12,1274242.350274,1361937.941108,-0.00258088,-0.00753803,-0.00498236
2010-02-16,1334290.700996,1433903.012724,0.04712475,0.05284020,0.00544339
2010-02-17,1353147.794469,1452273.464093,0.01413267,0.01281150,-0.00130361
2010-02-18,1376966.812509,1481167.272796,0.01760267,0.01989557,0.00225070
2010-02-19,1385420.996732,1490991.965141,0.00613972,0.00663307,0.00049023
2010-02-22,1386054.048481,1486829.936844,0.00045694,-0.00279145,-0.00325219
2010-02-23,1335443.771537,1434243.435450,-0.03651393,-0.03536820,0.00118844
2010-02-24,1372183.289256,1476598.295342,0.02751109,0.02953115,0.00196404
2010-02-25,1366499.358216,1467913.957768,-0.00414225,-0.00588131,-0.00174782
2010-02-26,1368976.871734,1474322.538958,0.00181304,0.00436577,0.00254488
2010-03-01,1411513.543066,1518962.188793,0.03107187,0.03027808,-0.00077017
2010-03-02,1423132.856856,1529780.424424,0.00823181,0.00712212,-0.00110123
2010-03-03,1426822.271815,1532175.618169,0.00259246,0.00156571,-0.00102462
2010-03-04,1439666.515459,1549630.260035,0.00900199,0.01139206,0.00236595
2010-03-05,1501277.910598,1614487.479197,0.04279560,0.04185335,-0.00090399
2010-03-08,1501947.646599,1614059.834356,0.00044611,-0.00026488,-0.00071093
2010-03-09,1509313.254836,1622728.938596,0.00490404,0.00537099,0.00046457
2010-03-10,1529364.448276,1645022.461539,0.01328498,0.01373829,0.00044727
2010-03-11,1548395.543126,1665072.348570,0.01244379,0.01218821,-0.00025247
2010-03-12,1548670.052336,1664410.349902,0.00017729,-0.00039758,-0.00057493
2010-03-15,1549748.398554,1665793.314454,0.00069630,0.00083090,0.00013450
2010-03-16,1586655.591486,1704217.186741,0.02381496,0.02306641,-0.00073140
2010-03-17,1614741.911177,1734536.211176,0.01770159,0.01779059,0.00008745
2010-03-18,1612122.273968,1733199.677687,-0.00162233,-0.00077054,0.00085280
2010-03-19,1587513.378506,1707148.095784,-0.01526491,-0.01503092,0.00023759
2010-03-22,1612840.808338,1733829.031054,0.01595415,0.01562895,-0.00032014
2010-03-23,1646734.192732,1771382.871184,0.02101471,0.02165948,0.00063130
2010-03-24,1622608.705967,1743104.043368,-0.01465050,-0.01596427,-0.00133418
2010-03-25,1614561.593391,1734674.618901,-0.00495937,-0.00483587,0.00012411
2010-03-26,1611522.630000,1738699.798833,-0.00188222,0.00232042,0.00420173
2010-03-29,1642072.628145,1768510.596954,0.01895723,0.01714545,-0.00177965
2010-03-30,1645294.774152,1769125.568891,0.00196224,0.00034773,-0.00161265
2010-03-31,1628340.925241,1752388.632958,-0.01030444,-0.00946057,0.00085230
2010-04-01,1661602.754476,1791232.941166,0.02042682,0.02216649,0.00170339
2010-04-05,1702091.062333,1833088.723110,0.02436702,0.02336702,-0.00097669
2010-04-06,1713986.987371,1843046.781785,0.00698901,0.00543239,-0.00154701
2010-04-07,1684471.411654,1810945.967224,-0.01722042,-0.01741725,-0.00020030
2010-04-08,1701830.998242,1829918.541844,0.01030566,0.01047661,0.00016919
2010-04-09,1735218.170089,1867185.005493,0.01961838,0.02036509,0.00073208
2010-04-12,1743340.250361,1877337.335912,0.00468073,0.00543724,0.00075271
2010-04-13,1747129.114664,1881489.174976,0.00217334,0.00221156,0.00003814
2010-04-14,1806465.280455,1943948.217465,0.03396210,0.03319660,-0.00074063
2010-04-15,1810787.152456,1949206.164861,0.00239245,0.00270478,0.00031154
2010-04-16,1724190.718145,1854794.517172,-0.04782254,-0.04843595,-0.00064443
2010-04-19,1743545.645834,1880047.185767,0.01122551,0.01361481,0.00235998
2010-04-20,1790111.108687,1925303.888013,0.02670734,0.02407211,-0.00256998
2010-04-21,1780183.798793,1919800.110869,-0.00554564,-0.00285865,0.00269833
2010-04-22,1795967.425282,1932834.120291,0.00886629,0.00678925,-0.00206091
2010-04-23,1830984.970043,1973103.365539,0.01949787,0.02083430,0.00131001
2010-04-26,1810087.433548,1948058.334958,-0.01141328,-0.01269322,-0.00129556
2010-04-27,1681503.255209,1810816.589070,-0.07103755,-0.07045053,0.00063171
2010-04-28,1719677.542338,1846620.343381,0.02270248,0.01977216,-0.00286938
2010-04-29,1783489.764650,1917889.787053,0.03710709,0.03859453,0.00143320
2010-04-30,1692579.925009,1822667.152825,-0.05097301,-0.04964969,0.00139342
2010-05-03,1758251.490411,1896866.884278,0.03879968,0.04070942,0.00183672
2010-05-04,1634059.708476,1760953.264148,-0.07063369,-0.07165164,-0.00109592
2010-05-05,1604715.296497,1725527.617425,-0.01795798,-0.02011731,-0.00220124
2010-05-06,1444682.059231,1557799.405732,-0.09972687,-0.09720401,0.00279841
2010-05-07,1380074.593494,1485941.832653,-0.04472089,-0.04612762,-0.00147367
2010-05-10,1562287.441942,1688954.371463,0.13203116,0.13662213,0.00404732
2010-05-11,1548826.058761,1672762.028518,-0.00861646,-0.00958720,-0.00097966
2010-05-12,1613671.793492,1742204.463124,0.04186767,0.04151364,-0.00033986
2010-05-13,1553343.101393,1680569.981363,-0.03738597,-0.03537730,0.00208452
2010-05-14,1468831.577989,1586264.019297,-0.05440622,-0.05611546,-0.00180922
2010-05-17,1471016.018949,1591923.963599,0.00148720,0.00356810,0.00207566
2010-05-18,1410850.391113,1524454.107341,-0.04090073,-0.04238259,-0.00154625
2010-05-19,1386622.758704,1500537.357003,-0.01717236,-0.01568873,0.00150841
2010-05-20,1229421.030572,1325454.687493,-0.11337022,-0.11667998,-0.00373995
2010-05-21,1283149.208376,1383982.223271,0.04370202,0.04415657,0.00043543
2010-05-24,1233639.199877,1332301.171964,-0.03858476,-0.03734228,0.00129151
2010-05-25,1237302.817296,1334060.633690,0.00296976,0.00132062,-0.00164562
2010-05-26,1214808.349742,1311851.865367,-0.01818024,-0.01664750,0.00155991
2010-05-27,1248343.821859,1345130.792559,0.02760557,0.02536790,-0.00217993
2010-05-28,1235445.601324,1330964.687005,-0.01033227,-0.01053140,-0.00020123
2010-06-01,1233637.945488,1329016.807828,-0.00146316,-0.00146351,-0.00000035
2010-06-02,1245707.475189,1342020.993846,0.00978369,0.00978482,0.00000112
2010-06-03,1245277.388830,1341557.695565,-0.00034525,-0.00034522,0.00000003
2010-06-04,1231915.097787,1327160.826611,-0.01073037,-0.01073146,-0.00000110
2010-06-07,1231141.342214,1326327.467844,-0.00062809,-0.00062793,0.00000017
2010-06-08,1246437.727339,1342808.298813,0.01242456,0.01242591,0.00000134
2010-06-09,1240654.990233,1336577.900156,-0.00463941,-0.00463983,-0.00000042
2010-06-10,1252402.175892,1349234.783063,0.00946854,0.00946962,0.00000107
2010-06-11,1253352.590382,1350258.834429,0.00075887,0.00075899,0.00000011
2010-06-14,1255036.662290,1352073.643867,0.00134365,0.00134405,0.00000039
2010-06-15,1267617.670089,1365628.843208,0.01002441,0.01002549,0.00000106
2010-06-16,1271111.331673,1369393.054622,0.00275608,0.00275639,0.00000031
2010-06-17,1280302.096552,1379295.534935,0.00723050,0.00723129,0.00000079
2010-06-18,1283899.008137,1383171.033393,0.00280942,0.00280977,0.00000034
2010-06-21,1280196.660348,1379182.313511,-0.00288368,-0.00288375,-0.00000008
2010-06-22,1277725.484088,1376519.867392,-0.00193031,-0.00193045,-0.00000014
2010-06-23,1275767.227899,1374410.053679,-0.00153261,-0.00153272,-0.00000010
2010-06-24,1275094.607305,1373685.431795,-0.00052723,-0.00052722,0.00000000
2010-06-25,1290476.594902,1390258.491301,0.01206341,0.01206467,0.00000124
2010-06-28,1284941.252234,1384294.852881,-0.00428938,-0.00428959,-0.00000021
2010-06-29,1280935.314094,1379978.811686,-0.00311760,-0.00311786,-0.00000026
2010-06-30,1279882.432187,1378844.487816,-0.00082196,-0.00082199,-0.00000002
2010-07-01,1271951.055671,1370299.124170,-0.00619696,-0.00619748,-0.00000053
2010-07-02,1261767.123722,1359326.678255,-0.00800654,-0.00800734,-0.00000080
2010-07-06,1267104.635452,1365077.186622,0.00423019,0.00423041,0.00000022
2010-07-07,1280412.398097,1379415.269978,0.01050250,0.01050350,0.00000099
2010-07-08,1276642.740516,1375353.709307,-0.00294410,-0.00294441,-0.00000031
2010-07-09,1280105.324261,1379084.320689,0.00271226,0.00271247,0.00000022
2010-07-12,1278657.418062,1377524.177601,-0.00113108,-0.00113129,-0.00000021
2010-07-13,1281311.644596,1380383.864499,0.00207579,0.00207596,0.00000017
2010-07-14,1278709.510575,1377580.164682,-0.00203084,-0.00203110,-0.00000027
2010-07-15,1281739.000065,1380844.132222,0.00236918,0.00236935,0.00000017
2010-07-16,1267205.408756,1365185.189435,-0.01133896,-0.01134012,-0.00000117
2010-07-19,1269377.285136,1367525.045021,0.00171391,0.00171395,0.00000004
2010-07-20,1274291.204211,1372819.377873,0.00387113,0.00387147,0.00000034
2010-07-21,1265306.428414,1363138.851198,-0.00705080,-0.00705157,-0.00000077
2010-07-22,1275826.773546,1374473.724152,0.00831446,0.00831527,0.00000080
2010-07-23,1277390.241925,1376158.224184,0.00122546,0.00122556,0.00000010
2010-07-26,1278216.579238,1377048.363633,0.00064689,0.00064683,-0.00000007
2010-07-27,1277032.474297,1375772.554140,-0.00092637,-0.00092648,-0.00000011
2010-07-28,1273421.416274,1371881.812735,-0.00282769,-0.00282804,-0.00000035
2010-07-29,1274720.925894,1373281.875221,0.00102049,0.00102054,0.00000005
2010-07-30,1275583.100165,1374210.739351,0.00067636,0.00067638,0.00000002
2010-08-02,1288201.399628,1387805.754808,0.00989218,0.00989296,0.00000077
2010-08-03,1288304.843638,1387917.048897,0.00008030,0.00008019,-0.00000011
2010-08-04,1293911.131684,1393957.369480,0.00435168,0.00435208,0.00000040
2010-08-05,1295966.258678,1396171.404146,0.00158831,0.00158831,0.00000000
2010-08-06,1293539.493124,1393556.611954,-0.00187255,-0.00187283,-0.00000028
2010-08-09,1296848.718734,1397121.689600,0.00255827,0.00255826,-0.00000001
2010-08-10,1292258.159138,1392175.588164,-0.00353978,-0.00354021,-0.00000043
2010-08-11,1280741.616205,1379767.175439,-0.00891195,-0.00891297,-0.00000102
2010-08-12,1277547.126103,1376325.231101,-0.00249425,-0.00249458,-0.00000033
2010-08-13,1276264.787369,1374943.534129,-0.00100375,-0.00100390,-0.00000015
2010-08-16,1278969.156122,1377856.832802,0.00211897,0.00211885,-0.00000012
2010-08-17,1283927.938286,1383199.425704,0.00387717,0.00387747,0.00000029
2010-08-18,1292427.823203,1392357.304401,0.00662022,0.00662079,0.00000057
2010-08-19,1285138.277960,1384503.177097,-0.00564020,-0.00564088,-0.00000069
2010-08-20,1286988.288402,1386496.327165,0.00143954,0.00143961,0.00000007
2010-08-23,1285802.862729,1385218.707402,-0.00092109,-0.00092147,-0.00000039
2010-08-24,1282950.872522,1382145.765316,-0.00221806,-0.00221838,-0.00000032
2010-08-25,1283914.063192,1383183.408077,0.00075076,0.00075075,-0.00000001
2010-08-26,1281900.408930,1381013.713332,-0.00156837,-0.00156862,-0.00000025
2010-08-27,1296327.555900,1396557.809826,0.01125450,0.01125557,0.00000106
2010-08-30,1293777.429459,1393809.789052,-0.00196719,-0.00196771,-0.00000052
2010-08-31,1301653.981729,1402296.033669,0.00608803,0.00608852,0.00000049
2010-09-01,1311984.505862,1413426.327820,0.00793646,0.00793719,0.00000073
2010-09-02,1311751.463391,1413175.055069,-0.00017763,-0.00017778,-0.00000015
2010-09-03,1317118.581936,1418957.609528,0.00409157,0.00409189,0.00000032
2010-09-07,1315932.182143,1417678.652916,-0.00090075,-0.00090134,-0.00000058
2010-09-08,1321702.309454,1423895.356431,0.00438482,0.00438513,0.00000031
2010-09-09,1326226.264698,1428769.466688,0.00342282,0.00342308,0.00000026
2010-09-10,1328852.617512,1431598.997003,0.00198032,0.00198040,0.00000008
2010-09-13,1335438.539453,1438694.295573,0.00495610,0.00495621,0.00000011
2010-09-14,1334612.869278,1437804.492277,-0.00061828,-0.00061848,-0.00000020
2010-09-15,1338372.341753,1441854.883548,0.00281690,0.00281707,0.00000017
2010-09-16,1339133.387831,1442674.645375,0.00056864,0.00056855,-0.00000009
2010-09-17,1339091.311185,1442629.139696,-0.00003142,-0.00003154,-0.00000012
2010-09-20,1342045.349974,1445811.381630,0.00220600,0.00220586,-0.00000014
2010-09-21,1341902.902910,1445657.707851,-0.00010614,-0.00010629,-0.00000015
2010-09-22,1339151.554891,1442693.102374,-0.00205033,-0.00205070,-0.00000036
2010-09-23,1331957.571467,1434941.953504,-0.00537205,-0.00537269,-0.00000065
2010-09-24,1343981.275729,1447896.504774,0.00902709,0.00902793,0.00000083
2010-09-27,1344797.114019,1448774.886472,0.00060703,0.00060666,-0.00000037
2010-09-28,1346464.563593,1450571.286442,0.00123993,0.00123994,0.00000002
2010-09-29,1343956.000478,1447868.308193,-0.00186307,-0.00186339,-0.00000032
2010-09-30,1348104.232102,1452337.553224,0.00308658,0.00308678,0.00000019
2010-10-01,1346443.679866,1450548.275656,-0.00123177,-0.00123200,-0.00000023
2010-10-04,1344925.521977,1448912.337296,-0.00112753,-0.00112781,-0.00000028
2010-10-05,1352100.326716,1456642.620559,0.00533472,0.00533523,0.00000051
2010-10-06,1345945.609391,1457745.894059,-0.00455197,0.00075741,0.00531948
2010-10-07,1343703.364281,1450825.158198,-0.00166593,-0.00474756,-0.00309155
2010-10-08,1374045.642277,1478301.043101,0.02258108,0.01893811,-0.00356889
2010-10-11,1366986.440388,1479204.099868,-0.00513753,0.00061087,0.00576146
2010-10-12,1390750.221804,1496645.067264,0.01738407,0.01179078,-0.00551288
2010-10-13,1415564.693488,1528660.342211,0.01784251,0.02139136,0.00348058
2010-10-14,1399687.477375,1512683.704310,-0.01121617,-0.01045140,0.00077315
2010-10-15,1407393.467711,1522026.244094,0.00550551,0.00617614,0.00066673
2010-10-18,1437896.721560,1554700.278867,0.02167358,0.02146746,-0.00020177
2010-10-19,1369305.160084,1483476.996386,-0.04770270,-0.04581158,0.00198388
2010-10-20,1413111.341437,1530407.558942,0.03199154,0.03163552,-0.00034505
2010-10-21,1419289.970533,1538593.184986,0.00437236,0.00534866,0.00097158
2010-10-22,1429432.710773,1549548.433553,0.00714635,0.00712030,-0.00002586
2010-10-25,1442004.272878,1559668.597821,0.00879479,0.00653104,-0.00224654
2010-10-26,1441091.045770,1560062.209227,-0.00063330,0.00025237,0.00088584
2010-10-27,1427422.836883,1547696.070821,-0.00948463,-0.00792670,0.00157161
2010-10-28,1430477.393765,1553124.990317,0.00213991,0.00350774,0.00136398
2010-10-29,1433530.933376,1551409.812813,0.00213463,-0.00110434,-0.00323730
2010-11-01,1435800.537220,1556105.828777,0.00158323,0.00302693,0.00144039
2010-11-02,1469071.732403,1592678.906864,0.02317257,0.02350295,0.00032284
2010-11-03,1487520.145922,1610357.055094,0.01255787,0.01109963,-0.00144119
2010-11-04,1571228.736351,1701881.372520,0.05627392,0.05683480,0.00053086
2010-11-05,1589669.191932,1722195.457787,0.01173633,0.01193625,0.00019759
