date,adj_open,adj_close,name,source
2020-06-15,83.848,83.8438,SGOV,tiingo
2020-06-16,,83.8438,SGOV,tiingo
2020-06-17,83.8564,83.848,SGOV,tiingo
2020-06-18,83.8564,83.8514,SGOV,tiingo
2020-06-19,,83.8522,SGOV,tiingo
2020-06-22,83.8564,83.848,SGOV,tiingo
2020-06-23,83.8564,83.848,SGOV,tiingo
2020-06-24,83.8396,83.848,SGOV,tiingo
2020-06-25,,83.848,SGOV,tiingo
2020-06-26,83.8564,83.8438,SGOV,tiingo
2020-06-29,,83.8522,SGOV,tiingo
2020-06-30,,83.8522,SGOV,tiingo
2020-07-01,83.8531,83.8489,SGOV,tiingo
2020-07-02,83.8531,83.854,SGOV,tiingo
2020-07-06,,83.8489,SGOV,tiingo
2020-07-07,83.8455,83.8489,SGOV,tiingo
2020-07-08,83.8531,83.8489,SGOV,tiingo
2020-07-09,83.8615,83.8574,SGOV,tiingo
2020-07-10,83.8615,83.8606,SGOV,tiingo
2020-07-13,83.8615,83.8574,SGOV,tiingo
2020-07-14,,83.8531,SGOV,tiingo
2020-07-15,83.8615,83.8531,SGOV,tiingo
2020-07-16,83.8615,83.8531,SGOV,tiingo
2020-07-17,83.8615,83.8531,SGOV,tiingo
2020-07-20,,83.8615,SGOV,tiingo
2020-07-21,83.8615,83.8531,SGOV,tiingo
2020-07-22,83.8615,83.8531,SGOV,tiingo
2020-07-23,,83.8531,SGOV,tiingo
2020-07-24,,83.8531,SGOV,tiingo
2020-07-27,83.8615,83.8531,SGOV,tiingo
2020-07-28,83.8615,83.8531,SGOV,tiingo
2020-07-29,83.8615,83.8574,SGOV,tiingo
2020-07-30,83.8615,83.8531,SGOV,tiingo
2020-07-31,83.8615,83.8574,SGOV,tiingo
2020-08-03,,83.8577,SGOV,tiingo
2020-08-04,83.8619,83.8577,SGOV,tiingo
2020-08-05,83.8536,83.8577,SGOV,tiingo
2020-08-06,83.8536,83.8577,SGOV,tiingo
2020-08-07,,83.8619,SGOV,tiingo
2020-08-10,83.8619,83.8577,SGOV,tiingo
2020-08-11,83.8619,83.8577,SGOV,tiingo
2020-08-12,83.8536,83.8619,SGOV,tiingo
2020-08-13,83.8602,83.8619,SGOV,tiingo
2020-08-14,83.8704,83.8661,SGOV,tiingo
