date,adj_close,open,close,name,source
1971-02-05,0.581933,44.8511,44.8511,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-08,0.586877,45.2278,45.2278,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-09,0.586468,45.192,45.192,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-10,0.586117,45.1606,45.1606,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-11,0.590597,45.5014,45.5014,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-12,0.594146,45.7705,45.7705,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-16,0.595019,45.8333,45.8333,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-17,0.592455,45.6315,45.6315,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-18,0.590649,45.488,45.488,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-19,0.586513,45.1651,45.1651,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-22,0.580628,44.7076,44.7076,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-23,0.580917,44.7255,44.7255,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-24,0.586332,45.1381,45.1381,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-25,0.589826,45.4028,45.4028,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-02-26,0.590523,45.4521,45.4521,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-01,0.593144,45.6494,45.6494,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-02,0.593551,45.6764,45.6764,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-03,0.594948,45.7795,45.7795,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-04,0.599144,46.098,46.098,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-05,0.600484,46.1966,46.1966,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-08,0.607712,46.7483,46.7483,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-09,0.60882,46.829,46.829,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-10,0.607304,46.7079,46.7079,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-11,0.608062,46.7618,46.7618,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-12,0.60952,46.8694,46.8694,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-15,0.613253,47.152,47.152,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-16,0.615821,47.3448,47.3448,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-17,0.61553,47.3179,47.3179,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-18,0.617806,47.4883,47.4883,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-19,0.617223,47.439,47.439,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-22,0.614948,47.2596,47.2596,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-23,0.61349,47.143,47.143,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-24,0.611156,46.9591,46.9591,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-25,0.610631,46.9142,46.9142,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-26,0.613433,47.125,47.125,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-29,0.614251,47.1834,47.1834,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-30,0.615712,47.291,47.291,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-03-31,0.618866,47.5287,47.5287,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
1971-04-01,0.621086,47.6947,47.6947,NDQ-TR,yahoo-ixic-scaled(open+close)+dividends+er(adj_close)
