date,adj_close,name,source
2016-07-19,8.39077,SSO,tiingo
2016-07-20,8.46331,SSO,tiingo
2016-07-21,8.39434,SSO,tiingo
2016-07-22,8.47639,SSO,tiingo
2016-07-25,8.4312,SSO,tiingo
2016-07-26,8.43239,SSO,tiingo
2016-07-27,8.41455,SSO,tiingo
2016-07-28,8.43239,SSO,tiingo
2016-07-29,8.46212,SSO,tiingo
2016-08-01,8.44547,SSO,tiingo
2016-08-02,8.34083,SSO,tiingo
2016-08-03,8.39077,SSO,tiingo
2016-08-04,8.40147,SSO,tiingo
2016-08-05,8.53585,SSO,tiingo
2016-08-08,8.53228,SSO,tiingo
2016-08-09,8.53704,SSO,tiingo
2016-08-10,8.50017,SSO,tiingo
2016-08-11,8.5739,SSO,tiingo
2016-08-12,8.55963,SSO,tiingo
2016-08-15,8.60839,SSO,tiingo
2016-08-16,8.52277,SSO,tiingo
2016-08-17,8.54893,SSO,tiingo
2016-08-18,8.58936,SSO,tiingo
2016-08-19,8.56677,SSO,tiingo
2016-08-22,8.5632,SSO,tiingo
2016-08-23,8.59174,SSO,tiingo
2016-08-24,8.51325,SSO,tiingo
2016-08-25,8.4978,SSO,tiingo
2016-08-26,8.46331,SSO,tiingo
2016-08-29,8.54417,SSO,tiingo
2016-08-30,8.51444,SSO,tiingo
2016-08-31,8.47044,SSO,tiingo
2016-09-01,8.46807,SSO,tiingo
2016-09-02,8.54298,SSO,tiingo
2016-09-06,8.5965,SSO,tiingo
2016-09-07,8.59769,SSO,tiingo
2016-09-08,8.55725,SSO,tiingo
2016-09-09,8.14105,SSO,tiingo
2016-09-12,8.37769,SSO,tiingo
2016-09-13,8.13629,SSO,tiingo
2016-09-14,8.12321,SSO,tiingo
2016-09-15,8.29326,SSO,tiingo
2016-09-16,8.22548,SSO,tiingo
2016-09-19,8.22785,SSO,tiingo
2016-09-20,8.23023,SSO,tiingo
2016-09-21,8.40748,SSO,tiingo
2016-09-22,8.51817,SSO,tiingo
2016-09-23,8.42296,SSO,tiingo
2016-09-26,8.28847,SSO,tiingo
2016-09-27,8.38963,SSO,tiingo
2016-09-28,8.47294,SSO,tiingo
2016-09-29,8.32179,SSO,tiingo
2016-09-30,8.44676,SSO,tiingo
2016-10-03,8.39796,SSO,tiingo
2016-10-04,8.32417,SSO,tiingo
2016-10-05,8.39082,SSO,tiingo
2016-10-06,8.4051,SSO,tiingo
2016-10-07,8.34321,SSO,tiingo
2016-10-10,8.42653,SSO,tiingo
2016-10-11,8.22182,SSO,tiingo
2016-10-12,8.23967,SSO,tiingo
2016-10-13,8.18254,SSO,tiingo
2016-10-14,8.19087,SSO,tiingo
2016-10-17,8.13731,SSO,tiingo
2016-10-18,8.22896,SSO,tiingo
2016-10-19,8.26942,SSO,tiingo
2016-10-20,8.24562,SSO,tiingo
2016-10-21,8.248,SSO,tiingo
2016-10-24,8.31584,SSO,tiingo
2016-10-25,8.26585,SSO,tiingo
2016-10-26,8.23015,SSO,tiingo
2016-10-27,8.18968,SSO,tiingo
2016-10-28,8.1385,SSO,tiingo
2016-10-31,8.13612,SSO,tiingo
2016-11-01,8.02424,SSO,tiingo
2016-11-02,7.92308,SSO,tiingo
2016-11-03,7.85048,SSO,tiingo
2016-11-04,7.82905,SSO,tiingo
2016-11-07,8.16945,SSO,tiingo
2016-11-08,8.24324,SSO,tiingo
2016-11-09,8.42772,SSO,tiingo
2016-11-10,8.46461,SSO,tiingo
2016-11-11,8.42653,SSO,tiingo
2016-11-14,8.44081,SSO,tiingo
2016-11-15,8.56935,SSO,tiingo
2016-11-16,8.5396,SSO,tiingo
2016-11-17,8.62767,SSO,tiingo
2016-11-18,8.58958,SSO,tiingo
2016-11-21,8.71098,SSO,tiingo
2016-11-22,8.74907,SSO,tiingo
2016-11-23,8.75859,SSO,tiingo
2016-11-25,8.82286,SSO,tiingo
2016-11-28,8.74669,SSO,tiingo
2016-11-29,8.77525,SSO,tiingo
2016-11-30,8.72407,SSO,tiingo
2016-12-01,8.65861,SSO,tiingo
2016-12-02,8.6729,SSO,tiingo
2016-12-05,8.77525,SSO,tiingo
2016-12-06,8.83238,SSO,tiingo
2016-12-07,9.05733,SSO,tiingo
2016-12-08,9.1097,SSO,tiingo
2016-12-09,9.21324,SSO,tiingo
2016-12-12,9.19301,SSO,tiingo
2016-12-13,9.31679,SSO,tiingo
2016-12-14,9.16563,SSO,tiingo
2016-12-15,9.23228,SSO,tiingo
2016-12-16,9.20491,SSO,tiingo
2016-12-19,9.23466,SSO,tiingo
2016-12-20,9.30489,SSO,tiingo
2016-12-21,9.26372,SSO,tiingo
2016-12-22,9.23035,SSO,tiingo
2016-12-23,9.25299,SSO,tiingo
2016-12-27,9.29708,SSO,tiingo
2016-12-28,9.14932,SSO,tiingo
2016-12-29,9.13979,SSO,tiingo
2016-12-30,9.07306,SSO,tiingo
2017-01-03,9.20652,SSO,tiingo
2017-01-04,9.31496,SSO,tiingo
2017-01-05,9.29827,SSO,tiingo
2017-01-06,9.3662,SSO,tiingo
2017-01-09,9.30423,SSO,tiingo
2017-01-10,9.30304,SSO,tiingo
2017-01-11,9.35428,SSO,tiingo
2017-01-12,9.31138,SSO,tiingo
2017-01-13,9.3507,SSO,tiingo
2017-01-17,9.28397,SSO,tiingo
2017-01-18,9.3233,SSO,tiingo
2017-01-19,9.25895,SSO,tiingo
2017-01-20,9.31376,SSO,tiingo
2017-01-23,9.27325,SSO,tiingo
2017-01-24,9.38288,SSO,tiingo
2017-01-25,9.54256,SSO,tiingo
2017-01-26,9.53183,SSO,tiingo
2017-01-27,9.50681,SSO,tiingo
2017-01-30,9.39241,SSO,tiingo
2017-01-31,9.38765,SSO,tiingo
2017-02-01,9.39003,SSO,tiingo
2017-02-02,9.3948,SSO,tiingo
2017-02-03,9.52707,SSO,tiingo
2017-02-06,9.4937,SSO,tiingo
2017-02-07,9.49728,SSO,tiingo
2017-02-08,9.5223,SSO,tiingo
2017-02-09,9.62359,SSO,tiingo
2017-02-10,9.69866,SSO,tiingo
2017-02-13,9.8071,SSO,tiingo
2017-02-14,9.89051,SSO,tiingo
2017-02-15,9.98823,SSO,tiingo
2017-02-16,9.97631,SSO,tiingo
2017-02-17,9.99657,SSO,tiingo
2017-02-21,10.1169,SSO,tiingo
2017-02-22,10.1038,SSO,tiingo
2017-02-23,10.1217,SSO,tiingo
2017-02-24,10.1396,SSO,tiingo
2017-02-27,10.1765,SSO,tiingo
2017-02-28,10.1229,SSO,tiingo
2017-03-01,10.391,SSO,tiingo
2017-03-02,10.2754,SSO,tiingo
2017-03-03,10.2814,SSO,tiingo
2017-03-06,10.2182,SSO,tiingo
2017-03-07,10.1622,SSO,tiingo
2017-03-08,10.1169,SSO,tiingo
2017-03-09,10.1431,SSO,tiingo
2017-03-10,10.2063,SSO,tiingo
2017-03-13,10.2218,SSO,tiingo
2017-03-14,10.1479,SSO,tiingo
2017-03-15,10.3147,SSO,tiingo
2017-03-16,10.2802,SSO,tiingo
2017-03-17,10.2409,SSO,tiingo
2017-03-20,10.2143,SSO,tiingo
2017-03-21,9.95367,SSO,tiingo
2017-03-22,10.0012,SSO,tiingo
2017-03-23,9.97735,SSO,tiingo
2017-03-24,9.96542,SSO,tiingo
2017-03-27,9.93917,SSO,tiingo
2017-03-28,10.0811,SSO,tiingo
2017-03-29,10.1062,SSO,tiingo
2017-03-30,10.1611,SSO,tiingo
2017-03-31,10.1205,SSO,tiingo
2017-04-03,10.0835,SSO,tiingo
2017-04-04,10.1002,SSO,tiingo
2017-04-05,10.0358,SSO,tiingo
2017-04-06,10.0823,SSO,tiingo
2017-04-07,10.0644,SSO,tiingo
2017-04-10,10.0764,SSO,tiingo
2017-04-11,10.0537,SSO,tiingo
2017-04-12,9.97019,SSO,tiingo
2017-04-13,9.84255,SSO,tiingo
2017-04-17,10.0096,SSO,tiingo
2017-04-18,9.94395,SSO,tiingo
2017-04-19,9.91054,SSO,tiingo
2017-04-20,10.0644,SSO,tiingo
2017-04-21,10.0084,SSO,tiingo
2017-04-24,10.2207,SSO,tiingo
2017-04-25,10.3376,SSO,tiingo
2017-04-26,10.3316,SSO,tiingo
2017-04-27,10.3448,SSO,tiingo
2017-04-28,10.3078,SSO,tiingo
2017-05-01,10.3507,SSO,tiingo
2017-05-02,10.3579,SSO,tiingo
2017-05-03,10.3328,SSO,tiingo
2017-05-04,10.3531,SSO,tiingo
2017-05-05,10.4426,SSO,tiingo
2017-05-08,10.4354,SSO,tiingo
2017-05-09,10.4139,SSO,tiingo
2017-05-10,10.4462,SSO,tiingo
2017-05-11,10.4068,SSO,tiingo
2017-05-12,10.3782,SSO,tiingo
2017-05-15,10.476,SSO,tiingo
2017-05-16,10.464,SSO,tiingo
2017-05-17,10.0966,SSO,tiingo
2017-05-18,10.1682,SSO,tiingo
2017-05-19,10.303,SSO,tiingo
2017-05-22,10.4044,SSO,tiingo
